Date,Close,High,Low,Open,Volume,MA5,MA20,RSI14
2026-01-07,1665.110595703125,1675.051554483442,1655.1696369228077,1655.1696369228077,49857449,1627.3349609375,1505.8108520507812,73.66120203419956
2026-01-08,1675.051513671875,1689.962951479043,1645.228638057539,1650.199117326595,29215618,1654.175537109375,1516.2447265625,74.4388875602422
2026-01-09,1670.0810546875,1689.9629720052083,1645.2286580403645,1655.1696166992188,37387656,1673.0633544921875,1525.1915893554688,73.27392436550879
2026-01-12,1680.02197265625,1694.9334102833764,1680.02197265625,1689.9629310743342,29987449,1677.0397216796875,1536.126641845703,74.14541860359455
2026-01-13,1699.9039306640625,1709.8448893229167,1689.9629720052083,1709.8448893229167,30171800,1678.0338134765625,1547.558740234375,75.84212027330337
2026-01-14,1699.9039306640625,1704.8744099934895,1689.9629720052083,1694.9334513346355,29100816,1684.99248046875,1560.481982421875,75.84212027330337
2026-01-15,1680.02197265625,1689.9629310743342,1670.0810142381656,1675.0514934472078,36391886,1685.986572265625,1573.1567077636719,70.47808714201028
2026-01-16,1729.726806640625,1739.6677652994792,1699.9039306640625,1724.756327311198,53551629,1697.91572265625,1588.5651977539062,75.20035491785625
2026-01-19,1749.6087646484375,1769.4906824285335,1714.8154085332699,1714.8154085332699,29580038,1711.8330810546875,1604.9677856445312,76.7990205666845
2026-01-20,1764.520263671875,1764.520263671875,1729.7269063600352,1729.7269063600352,29401234,1724.75634765625,1622.115948486328,77.94723264045852
2026-01-21,1729.726806640625,1754.5792032877605,1729.726806640625,1734.697285970052,45192749,1730.7209228515626,1635.784765625,69.32593768871638
2026-01-22,1749.6087646484375,1759.5497235384855,1739.6678057583897,1754.5792440934615,32069478,1744.63828125,1649.205059814453,71.2806913583309
2026-01-23,1759.5498046875,1764.5202843617585,1739.6678859904662,1759.5498046875,27601167,1750.602880859375,1662.8738830566406,72.23348631506282
2026-01-26,1744.63818359375,1774.4610585269766,1744.63818359375,1754.5791419048255,22960198,1749.6087646484375,1675.0515502929688,68.5592326431946
2026-01-27,1769.49072265625,1774.4612022142733,1744.638324866134,1749.6088044241574,28985200,1750.6028564453125,1687.4777526855469,71.18956687275995
2026-01-28,1809.2545166015625,1809.2545166015625,1779.431639954284,1779.431639954284,29301156,1766.5083984375,1702.3891906738281,74.81939230664543
2026-01-29,1794.3431396484375,1824.1660173157245,1789.3726600372229,1819.1955377045101,32224002,1775.4552734375,1715.063916015625,71.19686680309817
2026-01-30,1764.520263671875,1789.3726617517605,1764.520263671875,1779.4317025198063,40825139,1776.449365234375,1724.507830810547,64.47338541549715
2026-02-02,1754.5792236328125,1754.5792236328125,1734.6973060845653,1739.6677854716272,28251381,1778.4375732421875,1729.22978515625,62.359398822017
2026-02-03,1789.37255859375,1799.3135172526042,1774.4611206054688,1799.3135172526042,26744162,1782.4139404296875,1733.9517395019532,66.49959338391038
2026-02-04,1774.461181640625,1794.3430996422005,1764.5202226398371,1774.461181640625,26952301,1775.4552734375,1739.4192687988282,63.28679356648474
2026-02-05,1754.5792236328125,1769.490661793998,1749.6087442457508,1754.5792236328125,26299986,1767.502490234375,1743.395654296875,59.18121258900887
2026-02-06,1769.49072265625,1769.49072265625,1729.7268861920645,1734.6973657500878,33263592,1768.49658203125,1748.3661376953125,61.21351703098955
2026-02-09,1804.2840576171875,1824.1659756074594,1804.2840576171875,1819.1954961098916,36529289,1778.437548828125,1754.5792419433594,65.52646239382508
2026-02-10,1868.9002685546875,1868.9002685546875,1829.136433053524,1834.1069124911694,41859169,1794.3430908203125,1763.0290588378907,71.79834905120435
2026-02-11,1903.693603515625,1913.6345622807196,1863.9297684552464,1868.9002478377938,40488310,1820.1895751953125,1773.2185424804688,74.48968226444057
2026-02-23,1888.7821044921875,1923.5754590486224,1888.7821044921875,1888.7821044921875,69816209,1847.0301513671875,1783.6565490722655,71.3471517188892
2026-02-24,1953.3983154296875,1963.3392737779302,1903.693523688474,1903.693523688474,40961679,1883.811669921875,1794.8401245117188,76.06026239704721
2026-02-25,2003.1031494140625,2013.0441079719485,1983.22123229829,1983.22123229829,40832607,1923.57548828125,1807.51484375,78.9311866684646
2026-02-26,1983.22119140625,1998.1326289356202,1983.22119140625,1988.1916705827068,58561388,1946.4396728515626,1818.4498901367188,75.05396017656732
2026-03-02,1963.33935546875,1983.2212729924843,1928.5459998022152,1928.5459998022152,48884884,1958.3688232421875,1830.130517578125,71.28309418242577
2026-03-03,1923.5755615234375,1968.3098769077035,1923.5755615234375,1958.3689179334222,43090471,1965.3275146484375,1838.828857421875,64.32249854895181
2026-03-04,1853.98876953125,1898.7230830051942,1853.98876953125,1883.811645180546,68160943,1945.44560546875,1843.5508056640624,54.32515686819402
2026-03-05,1888.7821044921875,1948.4278551603618,1883.8116252698396,1928.5459382709703,48120463,1922.581396484375,1850.7580017089845,57.85249749506143
2026-03-06,1878.8411865234375,1888.7821451822917,1868.9002278645833,1868.9002278645833,30082724,1901.7053955078125,1856.2255249023438,56.509706249774844
2026-03-09,1799.3135986328125,1799.3135986328125,1759.5497621989382,1764.5202417531725,76459172,1868.900244140625,1855.7284790039062,47.09264353638183
2026-03-10,1839.077392578125,1878.8412280933276,1819.1954748205235,1858.9593103357263,41375691,1852.0006103515625,1857.9651916503906,51.449201324649984
2026-03-11,1928.5460205078125,1938.4869793764094,1863.9297878619323,1873.8707467305292,36167313,1866.912060546875,1866.1664794921876,59.52494475671374
2026-03-12,1873.8707275390625,1903.6936038394188,1873.8707275390625,1888.7821656892406,34040589,1863.92978515625,1872.1310546875,53.651742087182974
2026-03-13,1853.98876953125,1873.8706866307807,1829.1363731568365,1829.1363731568365,31214304,1858.9593017578125,1875.361865234375,51.65580062300479
2026-03-16,1834.10693359375,1868.900290057588,1834.10693359375,1863.929810562754,31249086,1865.91796875,1878.3441528320313,49.666019335212006
2026-03-17,1865.0244140625,1874.9978066510694,1855.0510214739304,1870.0111103567847,23812211,1871.107373046875,1883.8664123535157,52.71623527105337
2026-03-18,1899.9312744140625,1904.9179706723671,1884.9711856391486,1894.9445781557579,23068156,1865.384423828125,1890.3884399414062,55.9611038308109
2026-03-19,1845.07763671875,1874.9978146114865,1845.07763671875,1870.0111182960304,31040569,1859.6258056640625,1892.4281188964844,50.138277947593615
2026-03-20,1835.104248046875,1865.0244260041611,1835.104248046875,1855.0510333517325,46312322,1855.8489013671874,1890.7383178710938,49.13717280951733
2026-03-23,1805.18408203125,1810.1707783904524,1780.2506002352384,1785.2372965944407,34902948,1850.0643310546875,1885.812841796875,46.159497838713264
2026-03-24,1805.18408203125,1845.077652904869,1795.2106893128455,1845.077652904869,27001025,1838.0962646484375,1881.6329406738282,46.159497838713264
2026-03-25,1840.0909423828125,1870.0111203077363,1840.0909423828125,1860.037727666095,40964040,1826.1281982421874,1875.9675720214843,50.239566198796325
2026-03-26,1835.104248046875,1860.0377296779468,1835.104248046875,1845.0776406993036,20958470,1824.1335205078126,1867.567626953125,49.660595079420666
2026-03-27,1815.157470703125,1820.1441670512104,1795.210685310783,1800.1973816588684,28974140,1820.1441650390625,1859.1644409179687,47.3119028556416
2026-03-30,1775.263916015625,1795.2107015888341,1775.263916015625,1775.263916015625,39889700,1814.1601318359376,1849.7606689453125,42.937985850124285
2026-03-31,1755.317138671875,1785.2373171719637,1755.317138671875,1770.2772279219193,49221091,1804.1867431640626,1841.3477478027344,40.90189014288138
2026-04-01,1850.0643310546875,1850.0643310546875,1825.1308495040853,1835.1042421243262,35537379,1806.1814208984374,1841.1515258789063,52.43875974443492
2026-04-02,1805.18408203125,1860.0377419824758,1800.1973856720479,1860.0377419824758,25132417,1800.1973876953125,1836.9716247558595,47.689650851929784
2026-04-07,1855.051025390625,1855.051025390625,1830.1175438665575,1845.077632780998,17953562,1808.1760986328125,1835.7821166992187,52.80417753751243
2026-04-08,1944.8115234375,1944.8115234375,1919.8780423677883,1929.851434795673,46515921,1842.0856201171875,1843.0570129394532,60.323931773910445
2026-04-09,1949.7982177734375,1949.7982177734375,1924.8647367277415,1939.824825355159,31835073,1880.9818359375,1848.5930541992188,60.69857728956653
